id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type
66741,Charming Garden Apt in Park Slope,327673,Stefano,Brooklyn,Park Slope,Entire home/apt
66974,"Lovely, Modern, Garden Apartment",329436,Jana,Brooklyn,Gowanus,Entire home/apt
67288,Central Park 1BR sunny condo,101597,Per,Manhattan,East Harlem,Entire home/apt
67299,Cozy Garden Apartment  in Williamsburg,330347,Adrienne,Brooklyn,Williamsburg,Entire home/apt
67397,SoHa comfort-by NW Central Park!,332189,Elise,Manhattan,Morningside Heights,Private room
68099,Cozy room in Upper West Side,323517,Deda,Manhattan,Upper West Side,Private room
68305,Cozy Private Room in Apartment,338454,Share,Manhattan,Harlem,Private room
68403,The Cozy Brownstone Inn (discount)!,240427,Naimah,Brooklyn,Bedford-Stuyvesant,Entire home/apt
68735,Prewar Penthouse w Private Terrace,342054,Violetta,Manhattan,Upper West Side,Entire home/apt
68765,Designer 2.5 BR Loft in Carroll Gardens by Subway,282655,Jenna,Brooklyn,Carroll Gardens,Entire home/apt
68900,Bright Beautiful Brooklyn,343250,Jason,Brooklyn,Greenpoint,Private room
68974,Unique spacious loft on the Bowery,281229,Alicia,Manhattan,Little Italy,Entire home/apt
69894,"Nice renovated apt, prime location!",352168,Silvia,Manhattan,Upper West Side,Entire home/apt
69921,Brooklyn Writer's Nook,155689,Joab,Brooklyn,Bushwick,Private room
70095,Private Bedroom in Large NYC Apartment,353965,Mary And Geoff,Manhattan,Inwood,Private room
70128,"Large, Sunny Room East Village NYC",354330,Eyal,Manhattan,East Village,Private room
70609,Great Large 3 BR/2 Bath Duplex with Private Patio!,72062,Bruce,Manhattan,East Village,Entire home/apt
71010,All That Jazz. Uptown style on Sugar Hill.,361855,Kurt,Manhattan,Washington Heights,Entire home/apt
71248,Bright and lovely 1 bdrm apt in LES,363834,Jennifer,Manhattan,Chinatown,Entire home/apt
71366,Beautiful One Bed West Village - 4 Month Special,364955,Ruperto,Manhattan,West Village,Entire home/apt
71384,Gigantic Private Brooklyn Loft!,365153,Ben,Brooklyn,Greenpoint,Entire home/apt
71812,Condo Apartment with laundry in unit,369015,Thai,Bronx,Kingsbridge,Entire home/apt
72190,1BR: See Central Park from Terrace!,373085,Hudson,Manhattan,Upper West Side,Entire home/apt
72265,Private room in cozy Greenpoint,340692,Vanessa,Brooklyn,Greenpoint,Private room
74073,Food & Music Dream Apartment in Williamsburg,211877,Daniel,Brooklyn,Williamsburg,Entire home/apt
74240,French Garden cottage off Bedford,389924,Patty,Brooklyn,Williamsburg,Entire home/apt
74333,Alcove Studio w/ outdoor Patio Deck,331328,Amir,Manhattan,East Harlem,Entire home/apt
74404,Luxury 3 bed/ 2 bath apt in Harlem w/ terrace,391325,G & S,Manhattan,Harlem,Entire home/apt
74680,One Bedroom Mini studio - Free WIFI,265109,Nazleen,Queens,Astoria,Entire home/apt
74860,"Sunlit and Cozy Williamsburg/Greenpoint, Brooklyn",394752,Allison,Brooklyn,Greenpoint,Private room
75193,BROOKLYN > Guest Room w/ King Bed in Williamsburg,308875,Scott,Brooklyn,Williamsburg,Private room
75635,Bright Cozy Chinatown Studio Apt.,401696,Patricia,Manhattan,Lower East Side,Entire home/apt
76761,Eveland the Place to Stay & Enjoy a 5-⭐️ 2bdrm,118971,Evelyn,Brooklyn,South Slope,Entire home/apt
77765,Superior @ Box House,417504,The Box House Hotel,Brooklyn,Greenpoint,Private room
77936,Hells Kitchen Garden of Eden,134355,Moss Owen,Manhattan,Hell's Kitchen,Private room
78919,"Historic House Boerum Hill, BK, NYC",422561,Nancy,Brooklyn,Boerum Hill,Entire home/apt
79067,Lovely 3 bedroom in Italianate Brownstone w/garden,425506,Bliss,Brooklyn,Clinton Hill,Entire home/apt
79782,"Williamsburg HUGE, PRIVATE BATH - Next to Train!",430188,Pam,Brooklyn,Williamsburg,Private room
80493,Cozy room in East Village with AC,434987,Jennifer,Manhattan,East Village,Private room
80684,Duplex w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,Private room
80700,Loft w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,Private room
80924,Spacious 3 Bedroom Duplex in Park Slope,438133,Ellis,Brooklyn,Park Slope,Entire home/apt
81739,Loft w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,Private room
82549,Columbia Castle in Brooklyn Heights,448312,Christopher,Brooklyn,Brooklyn Heights,Private room
82550,Columbia Castle 2 BR,448312,Christopher,Brooklyn,Brooklyn Heights,Entire home/apt
82638,"Charming Artist's Flat, East Village",449787,Sarah,Manhattan,East Village,Entire home/apt
82928,BEAUTIFUL 2 BEDROOM APARTMENT,451545,Ruthven,Brooklyn,Bedford-Stuyvesant,Entire home/apt
83243,Brooklyn Cove Studio Apt w/ Garden!!,453519,Julian,Brooklyn,Bushwick,Entire home/apt
83446,"Ft. Greene garden gem, large and convenient",454756,Leslie,Brooklyn,Fort Greene,Entire home/apt
83722,Williamsburg penthouse with private roof cabana,456638,Sophie,Brooklyn,Williamsburg,Entire home/apt
83847,East Village Designer's 1-BR APT,410094,Yvette,Manhattan,East Village,Entire home/apt
84010,Superior @ Box House,417504,The Box House Hotel,Brooklyn,Greenpoint,Private room
84059,So Much Room in Brooklyn,459054,Famous,Brooklyn,Crown Heights,Entire home/apt
84659,Large Studio--Heart of East Village,462776,Kyle,Manhattan,East Village,Entire home/apt
84905,Huge.Bright.Clean.Safe. Private Room,464506,Ange,Manhattan,Two Bridges,Private room
85094,Garden 1BR/1BA Brownstone Apt - 2 blocks to subway,322716,Alex,Brooklyn,Crown Heights,Entire home/apt
86215,MODERN SPACIOUS 2 BR APT DOWNTOWN MANHATTAN,327900,T,Manhattan,Lower East Side,Entire home/apt
89427,The Brooklyn Waverly,116599,Sahr,Brooklyn,Clinton Hill,Entire home/apt
89621,"WONDERFUL, COMFORTABLE STUDIO",209460,Marylyn,Brooklyn,Bedford-Stuyvesant,Entire home/apt
93313,MAISON DES SIRENES 2,25183,Nathalie,Brooklyn,Bedford-Stuyvesant,Entire home/apt
94035,"Modern, Safe, Clean, Bright Room in Astoria for 2",35375,Savannah,Queens,Astoria,Private room
94209,LARGE 1BR (CONV 2BR) CROWN HEIGHTS,503800,Sadatu,Brooklyn,Crown Heights,Entire home/apt
94477,The Vernon On Greene,478395,Jason,Brooklyn,Bedford-Stuyvesant,Entire home/apt
94783,"Beautiful, Bright’s, Warm & Spacious 1.5BR Apt",473113,Keishera,Brooklyn,Crown Heights,Entire home/apt
95747,Lovely 1BR in Tree-lined WBurg,509341,Tessa,Brooklyn,Williamsburg,Entire home/apt
95883,Spacious Loft in Clinton Hill,509918,Eduardo,Brooklyn,Bedford-Stuyvesant,Entire home/apt
96471,"The Brooklyn Waverly, One Bedroom",116599,Sahr,Brooklyn,Clinton Hill,Private room
98330,LOVELY APARTMENT IN THE HEART OF NY,31374,Shon,Manhattan,Kips Bay,Entire home/apt
98663,Groovy NYC Chelsea Pad,520279,Peter Michael,Manhattan,Chelsea,Entire home/apt
99070,Comfortable Cozy Space in El Barrio,522065,Liz And Melissa,Manhattan,East Harlem,Shared room
99085,Sunny Bklyn Jewel  Fort Greene JULY  - AUG 2019,522164,Wanda,Brooklyn,Fort Greene,Entire home/apt
100002,"MANHATTAN Neat, Nice, Bright ROOM",523218,Giorgio,Manhattan,Washington Heights,Private room
100184,Bienvenue,526653,,Queens,Queens Village,Private room
100186,Large Brand New Park Slope 1BR,526805,Mi,Brooklyn,Gowanus,Entire home/apt
101053,Colorful Artistic Williamsburg Apt,530032,Lee And Tara,Brooklyn,Williamsburg,Private room
102995,UWS Brownstone Near Central Park,178043,Chas,Manhattan,Upper West Side,Entire home/apt
103161,Artsy TopFloor Apt in PRIME BEDFORD Williamsburg,465278,Ade,Brooklyn,Williamsburg,Entire home/apt
103311,2 BR w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,Private room
103806,BOHEMIAN EAST VILLAGE 2 BED HAVEN,251176,Jason,Manhattan,East Village,Entire home/apt
105469,Oceanfront Apartment in Rockaway,547386,Michelle,Queens,Rockaway Beach,Private room
105510,Private 1-Bedroom Apt in Townhouse,322716,Alex,Brooklyn,Crown Heights,Entire home/apt
106363,Bright Room With A Great River View,551055,Alicia,Manhattan,Harlem,Private room
106647,Tree lined block modern apartment,552679,Olivia,Brooklyn,Bedford-Stuyvesant,Entire home/apt
107630,Sweet Historic Greenpoint Duplex,306739,Maya,Brooklyn,Greenpoint,Entire home/apt
107895,Riverside Charm with Fire Place,3088389,Kai,Manhattan,Upper West Side,Entire home/apt
110739,"Very Central, Nomad/Chelsea Loft Studio",568568,Driss,Manhattan,Midtown,Entire home/apt
112100,Sunny 3BR Apt Ideal for Family  ,572527,Marine,Brooklyn,Crown Heights,Entire home/apt
112304,Cozy Private Room in West Harlem!,573316,Kelli,Manhattan,Harlem,Private room
112359,UES Quiet & Spacious 1 bdrm for 4,571952,Olivia,Manhattan,Upper East Side,Entire home/apt
112435,ALL ABOUT A VERY COMFORTABLE ROOM..,181376,Carol,Brooklyn,Fort Greene,Private room
113265,Brooklyn- Crown Heights Garden Apt.,314582,Anthony,Brooklyn,Crown Heights,Private room
113945,Cozy room in Time Square!,275582,Natalia,Manhattan,Hell's Kitchen,Private room
114123,Large Park Slope Townhouse Duplex,579495,Susi,Brooklyn,South Slope,Entire home/apt
114229,Lower East Side 2 Bedroom Apt,314941,Tony,Manhattan,Lower East Side,Entire home/apt
114969,"Manhattan Studio, Perfect Location",582598,Andrey,Manhattan,Midtown,Entire home/apt
115535,Sun-Drenched Hamilton Hts Jewel   ,567187,Jane,Manhattan,Harlem,Private room
115678,Your Stunning Vacation Apartment!,127772,Will,Manhattan,Harlem,Entire home/apt
115748,1 BDRM Apt-Weekend Sublease,585166,Lilly,Queens,Astoria,Entire home/apt
116940,ROOM WITH A  KITCHENETTE,209460,Marylyn,Brooklyn,Crown Heights,Entire home/apt
117425,"Conveniently Located, Sunny Brooklyn Heights!",593115,LuLu,Brooklyn,Brooklyn Heights,Entire home/apt
118061,Style in Stuyvesant Heights,2248897,Roberta,Brooklyn,Bedford-Stuyvesant,Entire home/apt
118430,Heart of Meatpacking & Chelsea,585458,Paul,Manhattan,Chelsea,Private room
118680,Spacious East Village apt near it all,599354,Bobby,Manhattan,East Village,Private room
120362,Williamsburg apartment right by the subway,138069,Itamar,Brooklyn,Williamsburg,Entire home/apt
121687,Spacious Brooklyn Loft - 2 Bedroom,262812,Vikram,Brooklyn,Williamsburg,Entire home/apt
121861,"Park Slope Apt:, Spacious 2 bedroom",611716,Elizabeth,Brooklyn,Park Slope,Entire home/apt
123784,NYC Studio for Rent in Townhouse,617990,Christopher,Manhattan,Harlem,Entire home/apt
125053,⚡Quiet Gem w/roof deck on NY's Hottest Street⚡,622460,Justin,Manhattan,East Village,Entire home/apt
125163,Authentic New York City Living ,622855,Rodney,Brooklyn,Bedford-Stuyvesant,Private room
125594,SUPER BIG AND COZY PRIVATE BEDROOM,308652,Antonín,Brooklyn,Kensington,Private room
126443,☆Massive DUPLEX☆ 2BR & 2BTH East Village 9+ Guests,627217,Seith,Manhattan,East Village,Entire home/apt
126816,Gorgeous Upper West Side Apartment,620288,Eric,Manhattan,Upper West Side,Private room
127387,"Luxe, Spacious 2BR 2BA Nr Trains",23276,Katharine,Brooklyn,Gowanus,Entire home/apt
128975,City Room - Street View Apt,256161,Wayne,Manhattan,Harlem,Entire home/apt
131154,Cozy and Bright One Bedroom in BK,275563,Lauren,Brooklyn,Greenpoint,Entire home/apt
132516,Forest Hills Apt minutes to midtown Manhattan,85330,Jean,Queens,Forest Hills,Entire home/apt
132570,Spacious West Village 1 b/room King,651390,Catherine,Manhattan,West Village,Entire home/apt
132695,Perfect Williamsburg Summer Haven,507186,Holly,Brooklyn,Williamsburg,Entire home/apt
133025,Midtown cozy convenient,653405,Tracy,Manhattan,Murray Hill,Private room
134934,Prime Williamsburg Apartment,652842,Giovanni,Brooklyn,Williamsburg,Entire home/apt
135393,"Private, spacious room in Brooklyn",663764,Karen,Brooklyn,East Flatbush,Private room
135465,Garden apartment close to Manhattan,663879,Christopher,Brooklyn,Fort Greene,Entire home/apt
135706,The Ground Studio - West Side,665013,Jeff,Manhattan,Chelsea,Entire home/apt
136493,Stunning arty 3200sf 3FLR+3BR townhome w/terrace,663384,Irena,Brooklyn,Park Slope,Entire home/apt
138216,Sunny and Spacious Designer's Home,674970,Michael,Brooklyn,Greenpoint,Entire home/apt
139624,"Spacious,Sunny, private one bedroom",680818,Jessica,Brooklyn,Crown Heights,Entire home/apt
140133,Truly Amazing Oasis In The City,622866,Daniel,Brooklyn,Williamsburg,Entire home/apt
140425,Holiday Time in NY - Oh My!!,683975,Ivy,Brooklyn,Crown Heights,Private room
140973,"East Village, King-Sized, Charmer",686147,Dave,Manhattan,East Village,Entire home/apt
141154,Affordable Furnished Apartment,686768,Mark,Brooklyn,Boerum Hill,Entire home/apt
141335,Architect's Brownstone,687361,Orna,Brooklyn,Park Slope,Entire home/apt
141890,LUXURY SOHO 2 Bedroom Apt ,689661,Allison,Manhattan,Nolita,Entire home/apt
141984,Charming Nolita Apartment!!,630453,Vanessa,Manhattan,Nolita,Entire home/apt
142069,"EAST VILLAGE STUDIO, sunny & quiet",277747,Josh,Manhattan,East Village,Entire home/apt
144087,LUXURY OF THE HORIZON,616825,Rinaldo,Manhattan,Harlem,Entire home/apt
144148,1 Bdrm in 4 Bdrm dupelx/roof deck,299755,Jonathan,Manhattan,East Village,Private room
145064,The Heart of Prime Williamsburg,404424,Oliver,Brooklyn,Williamsburg,Entire home/apt
145188,Parisian apartment in Chelsea,703156,Kristin,Manhattan,Chelsea,Entire home/apt
145994,Cozy 2 Bedroom with Private Garden,706418,Carolyn,Manhattan,Upper West Side,Entire home/apt
146754,Three-bedroom house in a quiet neighborhood,709434,Meighan,Brooklyn,Windsor Terrace,Entire home/apt
147586,Beautiful Duplex w/Private Garden,709334,Julie,Manhattan,Harlem,Entire home/apt
148201,NYC - Sunny Greenwich Village 1br,715807,John,Manhattan,Greenwich Village,Entire home/apt
148259,Garage Designer Loft,716064,Mihalis,Brooklyn,Williamsburg,Entire home/apt
148825,Best City Area Columbia U Upper West Side C Park,718349,B.,Manhattan,Upper West Side,Entire home/apt
149287,Your own apartment off Park Avenue,720320,Nancy,Manhattan,Upper East Side,Entire home/apt
149777,Artsy 1 bedroom Apt. 20 min to 42nd Grand Central!,716306,"Dee, Dre & Mama Shelley",Bronx,Woodlawn,Entire home/apt
150804,Lower East Side 2 Bed Apt.,726333,Peter,Manhattan,Lower East Side,Entire home/apt
151199,Astoria-Private Home NYC-,722320,Gladys & Bob,Queens,Astoria,Entire home/apt
151478,"BIG, COMFY , PRIV. ROOM, BIG APT, YARD, GREAT LOC.",216191,M,Brooklyn,Williamsburg,Private room
152071,Park Slope Apartment,731855,Wendy,Brooklyn,Park Slope,Entire home/apt
152078,CHARMING PRIVATE BEDROOM EAST VILLAGE,731904,Ewelina,Manhattan,East Village,Private room
152259,City Room - Semi Private Bedroom,256161,Wayne,Manhattan,Harlem,Private room
152263,Cozy apartment in a brownstone,732535,William,Manhattan,Harlem,Entire home/apt
152520,Female Only Clean15min to Manhattan,733894,Lucy,Queens,Sunnyside,Private room
153405,Greenpoint Spacious Loft,737585,Pat,Brooklyn,Greenpoint,Entire home/apt
153780,Private E. Village Townhouse Stay,739499,Donna,Manhattan,East Village,Private room
154934,Harlem/Hamilton Heights Cozy Room,745069,Kimberly,Manhattan,Harlem,Private room
155296,Incredible Prime Williamsburg Loft!,656841,Meredith,Brooklyn,Williamsburg,Entire home/apt
157673,Large  Loft Style  Studio  Space,757166,Tokunbo,Brooklyn,Bedford-Stuyvesant,Entire home/apt
158061,Hancock Town House!-Stuyvesant Mews,758441,Fred,Brooklyn,Bedford-Stuyvesant,Private room
158176,Entire Apt in Heart of Williamsburg,573065,Laura,Brooklyn,Williamsburg,Entire home/apt
158290,Clinton Hill + Free Coffee = #smile,759583,Pepe,Brooklyn,Clinton Hill,Private room
158913,"Nice, cozy, neat apt Greenpoint,BK",762563,Lennny & Megan,Brooklyn,Greenpoint,Entire home/apt
158955,PRIVATE and SUNNY Williamsburg Apt!,465589,Amia,Brooklyn,Williamsburg,Entire home/apt
159749,Purple Room for 2/3 in brownstone $1450 per month,54275,JT And Tiziana,Brooklyn,Bedford-Stuyvesant,Private room
159815,Red Room for two in Brownstone for $1355/mo,54275,JT And Tiziana,Brooklyn,Bedford-Stuyvesant,Private room
159913,"Chelsea living, 2BR best location",759883,Kaye,Manhattan,Chelsea,Private room
160609,LOCATION LOCATION LOCATION UWS 60's,769247,Ligia,Manhattan,Upper West Side,Entire home/apt
160994,In the heart of East Village,770831,James,Manhattan,East Village,Entire home/apt
161366,Sunny 15min to Manhattan LADY only,733894,Lucy,Queens,Sunnyside,Private room
161394,Surfer room 15mins to downtown NYC!,772300,Alain,Brooklyn,Williamsburg,Private room
161996,Manhattan Penthouse-Max.12 guests,1856604,"Robert ""Bob""",Manhattan,Harlem,Entire home/apt
162493,Prime Williamsburg 3 BR with Deck,776490,Andres,Brooklyn,Williamsburg,Entire home/apt
162508,Beautiful Brooklyn Oasis ,776645,Placid,Brooklyn,Crown Heights,Entire home/apt
163627,Blue Room in Awesome Artist's Apartment!,242506,Jsun,Brooklyn,Williamsburg,Private room
163809,Cool & Spacious Harlem Artist Flat,781647,Jorin,Manhattan,Harlem,Entire home/apt
163814,☆ STUDIO East Village ☆ Own bath! ☆ Sleeps 4 ☆,627217,Seith,Manhattan,East Village,Entire home/apt
163836,Greenpoint Loft / Le Chez Andrea,32169,Andrea,Brooklyn,Greenpoint,Private room
164989,"*SoHo: Clean, Safe, Private, Peaceful Bedroom (A)*",69439,Jade,Manhattan,SoHo,Private room
165080,Amazing Brownstone in Best Brooklyn,787273,Smadar,Brooklyn,Carroll Gardens,Entire home/apt
165461,Couldn't Be Closer To Columbia Uni2,867225,Rahul,Manhattan,Morningside Heights,Private room
165824,Lady only Curtain-divided room,733894,Lucy,Queens,Sunnyside,Private room
166006,Nice Manhattan Apt Near Central Park and Subway,791287,Giancarlo,Manhattan,Upper West Side,Entire home/apt
166172,LG Private Room/Family Friendly,792159,Wanda,Brooklyn,Bushwick,Private room
166541,Spacious Quiet rm - 20mins to Midtown,793620,Yvette,Manhattan,Washington Heights,Private room
166983,"3 BR, Beautiful Brooklyn Duplex",795640,Jilly,Brooklyn,Carroll Gardens,Entire home/apt
167013,Spacious modern studio apartment in Manhattan,306605,Daniel,Manhattan,Chelsea,Entire home/apt
167017,Gorgeous Duplex + Garden,795889,Adam,Brooklyn,Park Slope,Entire home/apt
167222,CBG# 4Tiny room w/ huge window/AC,22486,Lisel,Brooklyn,Park Slope,Private room
167482,Charming upper west side apartment,789257,Barbara,Manhattan,Upper West Side,Entire home/apt
168084,Light-filled East Village Delight,800982,Chris,Manhattan,East Village,Entire home/apt
168123,"Sunny, quiet, legal homelike suite-Pk Slope South",720558,Sara,Brooklyn,South Slope,Entire home/apt
168546,Spacious Duplex in Brownstone!,803086,Benton,Manhattan,East Harlem,Entire home/apt
168810,Lovely Vintage Haven—Heart of UWS,747698,Linda & Chris,Manhattan,Upper West Side,Entire home/apt
169002,Modern Space in Charming Pre-war,805344,Alec,Manhattan,Harlem,Private room
169152,Warehouse Loft with Garden view,806112,Julia,Brooklyn,Bedford-Stuyvesant,Entire home/apt
